employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
4797,Procurement,region_34,Bachelors,m,other,1,32,5.0,3,1,0,65
25964,Technology,region_2,Bachelors,m,other,1,50,5.0,18,0,0,80
38813,Sales & Marketing,region_2,Bachelors,f,other,1,55,4.0,3,1,0,53
42204,Sales & Marketing,region_12,Bachelors,m,sourcing,1,40,3.0,7,0,0,49
45315,Analytics,region_28,Masters & above,m,other,2,34,4.0,10,0,0,86
43733,Sales & Marketing,region_2,,m,other,1,26,5.0,2,1,0,47
8406,Sales & Marketing,region_7,,m,other,1,31,5.0,6,0,0,50
27642,Procurement,region_19,Bachelors,m,other,1,38,2.0,10,0,0,69
16476,Procurement,region_7,Bachelors,m,other,1,33,3.0,10,0,0,68
76359,Operations,region_20,Bachelors,f,sourcing,1,30,3.0,5,1,0,61
37873,Sales & Marketing,region_7,Bachelors,m,sourcing,1,27,4.0,3,0,0,50
48721,Sales & Marketing,region_25,Bachelors,m,sourcing,1,33,1.0,7,1,0,49
17758,Finance,region_16,Bachelors,m,sourcing,1,29,5.0,6,1,0,57
66588,Operations,region_20,Bachelors,m,other,1,33,4.0,3,1,0,62
42341,Procurement,region_31,Bachelors,m,other,1,30,4.0,7,1,0,69
2603,Sales & Marketing,region_15,Bachelors,m,other,2,29,1.0,6,0,0,51
13449,Analytics,region_13,Bachelors,m,other,1,44,5.0,7,1,0,83
10424,Sales & Marketing,region_31,Bachelors,m,other,1,49,3.0,17,0,0,69
56598,Operations,region_32,Bachelors,m,sourcing,1,31,4.0,9,0,0,62
77267,Analytics,region_13,Masters & above,m,sourcing,1,33,5.0,7,0,0,83
57130,Operations,region_20,Bachelors,m,other,1,27,5.0,5,1,0,59
17542,Operations,region_13,Bachelors,f,other,2,34,3.0,10,0,0,58
63373,Sales & Marketing,region_1,Masters & above,f,sourcing,2,33,1.0,7,0,0,56
56768,Sales & Marketing,region_1,Bachelors,m,other,1,36,4.0,9,1,0,46
30848,Procurement,region_11,Bachelors,f,sourcing,1,30,3.0,7,1,0,68
55571,Sales & Marketing,region_21,Bachelors,m,other,1,35,4.0,2,0,0,48
38151,Technology,region_16,Masters & above,m,other,1,49,5.0,16,1,0,79
17701,Legal,region_13,Bachelors,m,sourcing,1,38,3.0,2,0,0,63
24747,Operations,region_12,Bachelors,m,other,1,37,5.0,5,1,0,62
2691,Operations,region_26,Masters & above,f,other,1,52,5.0,9,0,0,59
32665,Finance,region_28,Masters & above,m,sourcing,2,32,5.0,9,1,0,63
11634,Operations,region_7,Masters & above,m,sourcing,1,39,5.0,4,1,0,60
44001,Procurement,region_7,Masters & above,f,sourcing,1,54,1.0,4,0,0,68
9621,Procurement,region_11,Bachelors,m,other,2,43,3.0,6,0,0,70
74823,Sales & Marketing,region_2,Masters & above,f,other,1,54,5.0,27,0,0,46
23591,Procurement,region_2,Masters & above,f,sourcing,1,34,3.0,7,1,0,66
27128,Sales & Marketing,region_12,Bachelors,m,sourcing,2,27,3.0,2,0,0,50
17492,Operations,region_29,Bachelors,m,sourcing,1,28,5.0,2,1,0,96
62211,Operations,region_27,Bachelors,m,other,1,28,3.0,3,0,1,60
72683,Operations,region_26,Bachelors,m,other,1,26,4.0,2,1,0,56
67773,Technology,region_14,Bachelors,m,sourcing,2,30,,1,0,0,84
42310,Technology,region_33,Bachelors,m,other,1,38,5.0,10,0,0,88
49207,Procurement,region_22,Masters & above,m,sourcing,1,42,2.0,15,0,0,70
6145,Sales & Marketing,region_7,Bachelors,m,other,2,34,1.0,3,0,0,52
47690,Technology,region_32,Bachelors,m,other,1,30,2.0,4,0,0,80
39203,Sales & Marketing,region_13,Bachelors,m,sourcing,1,32,3.0,8,0,0,57
48300,Finance,region_26,Bachelors,f,other,1,26,3.0,2,0,0,58
19203,Sales & Marketing,region_2,,f,other,1,22,,1,0,0,50
9335,Sales & Marketing,region_13,Masters & above,m,sourcing,1,34,2.0,2,0,0,50
41783,Technology,region_11,Bachelors,f,other,1,45,5.0,16,0,0,79
77596,Sales & Marketing,region_13,Bachelors,m,other,1,44,2.0,15,0,0,53
49062,HR,region_16,Bachelors,f,other,1,32,5.0,5,0,0,47
41723,Finance,region_10,Masters & above,m,other,1,32,3.0,7,0,0,61
17247,Technology,region_33,Bachelors,f,sourcing,1,55,3.0,7,0,0,81
25392,Procurement,region_2,Bachelors,f,referred,1,30,5.0,5,1,0,65
19401,Analytics,region_5,Bachelors,m,sourcing,1,27,3.0,5,0,0,90
37111,Technology,region_6,Bachelors,f,sourcing,1,30,2.0,4,0,0,85
53605,Operations,region_22,Masters & above,m,sourcing,1,40,3.0,3,0,0,63
18385,Sales & Marketing,region_1,,m,other,1,28,1.0,3,0,0,47
49912,Procurement,region_26,Bachelors,m,sourcing,1,33,3.0,3,0,0,70
56479,Sales & Marketing,region_2,,f,other,1,38,2.0,9,0,0,45
37746,Technology,region_27,Bachelors,f,other,1,35,3.0,10,0,0,81
56668,Sales & Marketing,region_2,Bachelors,f,sourcing,1,34,4.0,5,0,0,49
1549,Finance,region_2,Bachelors,m,sourcing,2,38,4.0,3,0,0,59
72035,Sales & Marketing,region_2,Bachelors,m,other,1,45,2.0,16,0,0,49
30849,Operations,region_15,Bachelors,m,other,2,46,5.0,16,1,0,60
3189,Finance,region_23,Bachelors,m,sourcing,1,31,4.0,4,1,0,60
15869,Procurement,region_13,Bachelors,f,sourcing,2,28,5.0,3,1,0,68
38689,Sales & Marketing,region_16,,m,sourcing,1,32,5.0,6,0,0,54
37019,Technology,region_7,Masters & above,f,sourcing,2,36,4.0,6,1,0,77
56501,Operations,region_6,Bachelors,m,other,1,31,,1,0,0,64
36090,Sales & Marketing,region_17,Bachelors,m,other,1,39,5.0,10,1,0,51
20308,Procurement,region_26,Bachelors,f,other,1,26,3.0,2,0,0,66
28811,Operations,region_2,Bachelors,m,other,2,32,3.0,5,0,0,62
77175,Operations,region_16,Bachelors,m,sourcing,1,32,1.0,4,0,0,59
5929,Operations,region_23,Masters & above,f,other,1,42,4.0,11,1,0,62
56670,Technology,region_4,Masters & above,m,sourcing,2,49,2.0,11,0,0,80
48592,Technology,region_22,Masters & above,f,referred,1,36,4.0,10,0,0,74
65807,Operations,region_16,Bachelors,f,other,1,31,,1,1,0,60
22877,Technology,region_26,Masters & above,f,other,1,33,3.0,7,0,0,80
54997,Sales & Marketing,region_13,Bachelors,f,sourcing,2,29,1.0,3,1,0,49
51670,Sales & Marketing,region_7,Masters & above,m,other,1,33,5.0,5,0,0,61
67994,Procurement,region_2,Bachelors,f,other,2,41,3.0,14,0,0,72
14683,Operations,region_15,Bachelors,m,sourcing,1,40,3.0,9,1,0,63
74320,Sales & Marketing,region_31,Masters & above,m,sourcing,3,32,3.0,5,0,0,49
66340,Sales & Marketing,region_7,Bachelors,f,other,1,38,1.0,2,0,0,49
11059,Sales & Marketing,region_2,Bachelors,m,other,1,28,4.0,5,0,0,48
22543,Technology,region_13,Masters & above,f,sourcing,1,32,3.0,6,0,0,80
30549,Technology,region_34,Bachelors,m,other,2,29,2.0,8,0,0,84
28089,Operations,region_2,Bachelors,f,other,2,41,3.0,6,0,0,59
74813,Operations,region_26,Masters & above,m,other,1,39,3.0,12,0,0,60
35830,Sales & Marketing,region_22,,m,other,1,25,,1,0,0,47
5046,Sales & Marketing,region_30,Bachelors,f,sourcing,1,36,3.0,4,0,0,53
51417,Sales & Marketing,region_2,Masters & above,f,sourcing,1,37,4.0,13,0,0,50
30286,Sales & Marketing,region_13,Bachelors,m,sourcing,1,35,2.0,8,0,0,45
76771,Analytics,region_32,Bachelors,f,sourcing,1,29,5.0,2,0,0,85
76238,Sales & Marketing,region_26,Bachelors,f,other,1,32,5.0,5,1,0,49
36623,Sales & Marketing,region_22,Masters & above,m,other,1,30,3.0,6,1,0,48
18242,Operations,region_23,Masters & above,f,sourcing,1,34,3.0,4,1,0,58
59758,R&D,region_2,,m,other,3,28,,1,0,0,83
42873,Sales & Marketing,region_29,Bachelors,m,other,1,42,1.0,8,0,0,48
49363,Operations,region_22,Masters & above,m,sourcing,1,51,5.0,21,0,0,63
40096,Operations,region_11,Bachelors,f,other,1,31,5.0,3,1,0,62
77507,Procurement,region_2,Masters & above,f,referred,1,38,5.0,3,1,0,70
23054,Sales & Marketing,region_27,Bachelors,f,other,1,29,5.0,2,1,0,49
50588,Operations,region_29,Masters & above,m,sourcing,1,38,1.0,3,0,0,59
28452,Operations,region_2,Bachelors,f,sourcing,1,55,4.0,16,0,0,56
59427,Sales & Marketing,region_16,Bachelors,m,other,2,26,3.0,4,0,0,50
44568,Procurement,region_17,Bachelors,f,sourcing,2,27,3.0,3,0,0,70
16924,Operations,region_13,Masters & above,f,other,2,34,5.0,5,0,1,75
7197,Sales & Marketing,region_31,Bachelors,m,other,1,43,4.0,6,1,0,47
43286,Sales & Marketing,region_2,Bachelors,m,other,2,40,3.0,5,0,0,46
24206,Finance,region_6,Bachelors,f,other,1,25,5.0,2,0,0,59
6865,Technology,region_26,Bachelors,f,other,1,30,2.0,2,0,0,80
67001,Technology,region_2,Below Secondary,f,other,1,24,3.0,2,1,0,84
40851,Operations,region_15,Bachelors,m,sourcing,2,39,5.0,12,0,0,73
5591,Sales & Marketing,region_7,Bachelors,m,other,1,25,3.0,4,0,0,50
23499,Sales & Marketing,region_17,Bachelors,f,other,1,28,3.0,6,1,0,50
76344,Operations,region_22,,m,other,1,28,5.0,5,0,0,62
66087,Technology,region_5,Bachelors,f,other,1,33,3.0,6,1,0,79
46561,Operations,region_2,Bachelors,m,other,1,55,3.0,16,0,0,61
68980,Technology,region_7,Masters & above,f,other,1,37,3.0,3,0,0,82
22643,Technology,region_13,Masters & above,m,sourcing,1,51,3.0,9,0,0,80
4639,Finance,region_7,Bachelors,m,sourcing,2,27,3.0,2,0,0,76
40162,Analytics,region_15,Bachelors,m,sourcing,1,23,,1,0,0,85
23181,Procurement,region_22,Bachelors,m,sourcing,1,33,5.0,3,1,0,73
1528,Sales & Marketing,region_6,Bachelors,m,other,1,31,5.0,7,1,0,51
40833,Sales & Marketing,region_21,Bachelors,f,sourcing,1,31,3.0,2,0,0,53
18251,Procurement,region_17,Bachelors,f,other,1,34,2.0,7,0,0,73
16161,Operations,region_22,Masters & above,f,other,1,32,2.0,6,0,0,65
35423,Sales & Marketing,region_31,Masters & above,m,sourcing,1,45,1.0,5,0,0,54
38758,Sales & Marketing,region_22,,m,other,1,26,3.0,3,1,0,51
61311,Sales & Marketing,region_5,Bachelors,m,other,1,33,5.0,6,0,0,50
9081,Legal,region_22,Bachelors,m,other,1,29,1.0,2,0,0,62
29715,Sales & Marketing,region_13,Masters & above,f,sourcing,1,33,2.0,7,0,0,47
56793,Sales & Marketing,region_7,Bachelors,m,other,1,51,3.0,4,1,0,53
63568,Sales & Marketing,region_2,Bachelors,m,sourcing,1,39,5.0,12,0,0,50
60955,Operations,region_26,Bachelors,m,other,1,30,3.0,3,0,0,57
21297,Technology,region_26,Bachelors,m,sourcing,1,27,3.0,1,0,0,82
1911,Procurement,region_10,Masters & above,m,other,2,35,3.0,2,0,0,72
9932,Operations,region_7,Bachelors,m,other,2,42,5.0,2,1,0,58
44970,Technology,region_2,Bachelors,m,other,1,48,4.0,20,1,0,82
73481,Finance,region_22,Bachelors,m,other,1,23,,1,1,0,61
24322,Operations,region_22,Bachelors,m,other,3,36,4.0,8,1,0,61
68905,Operations,region_8,Bachelors,m,other,1,29,4.0,4,0,0,57
4349,Operations,region_7,Bachelors,m,other,1,47,4.0,15,0,0,62
38436,Sales & Marketing,region_22,Masters & above,m,sourcing,1,35,5.0,9,0,0,52
32595,Sales & Marketing,region_15,Bachelors,m,other,1,34,1.0,6,0,0,49
34155,Operations,region_27,Bachelors,m,other,2,33,4.0,8,0,0,57
68248,Sales & Marketing,region_7,Masters & above,m,other,1,38,4.0,11,0,0,49
22626,Sales & Marketing,region_15,,f,other,1,31,1.0,3,1,0,54
41591,Sales & Marketing,region_2,Bachelors,m,other,1,44,2.0,10,0,0,51
18573,Finance,region_11,Bachelors,f,other,1,31,3.0,5,1,0,61
66302,Operations,region_27,Bachelors,f,other,1,34,5.0,7,1,0,61
50380,HR,region_17,Bachelors,f,sourcing,1,31,4.0,7,0,0,48
5495,Technology,region_14,Bachelors,f,other,1,46,1.0,18,0,0,79
14493,Operations,region_2,Masters & above,m,other,1,33,3.0,6,1,0,60
17168,Operations,region_19,Masters & above,m,other,1,47,5.0,4,1,0,63
64428,Technology,region_5,Masters & above,m,other,1,48,4.0,5,0,0,77
56239,Analytics,region_22,Bachelors,m,other,2,30,1.0,5,0,0,90
31118,Technology,region_7,Bachelors,m,other,1,38,2.0,10,0,0,80
61244,Technology,region_16,Bachelors,f,other,1,33,3.0,5,0,0,81
62862,Operations,region_23,Masters & above,f,other,2,38,3.0,9,0,0,60
12766,Analytics,region_4,Bachelors,m,other,2,27,,1,0,0,84
23901,Analytics,region_19,Bachelors,m,other,1,26,4.0,2,1,0,84
26391,Operations,region_19,Bachelors,f,other,1,35,5.0,3,0,0,61
45929,Sales & Marketing,region_2,,m,sourcing,1,41,5.0,7,0,0,48
77094,Sales & Marketing,region_2,Bachelors,f,sourcing,2,28,5.0,5,1,0,49
38056,Operations,region_2,Bachelors,f,sourcing,1,36,3.0,5,0,0,59
3963,Procurement,region_9,Bachelors,m,other,1,31,3.0,6,0,0,73
18363,Sales & Marketing,region_19,Bachelors,m,other,1,43,3.0,2,0,0,51
39153,Operations,region_15,Bachelors,m,referred,1,34,4.0,6,1,0,63
63241,Operations,region_29,Bachelors,m,sourcing,1,28,5.0,4,0,0,59
60863,Sales & Marketing,region_2,Masters & above,f,sourcing,1,55,3.0,18,0,0,52
10712,Legal,region_13,Below Secondary,m,other,1,26,,1,1,0,55
25467,Sales & Marketing,region_28,Masters & above,m,other,1,34,5.0,3,1,0,54
38572,Finance,region_2,Below Secondary,m,sourcing,1,24,,1,1,0,54
10958,Operations,region_22,Bachelors,f,sourcing,1,27,2.0,6,1,0,61
16635,Sales & Marketing,region_4,Masters & above,m,sourcing,1,39,3.0,4,0,0,49
70860,Sales & Marketing,region_15,,m,sourcing,1,24,,1,0,0,50
72228,Sales & Marketing,region_2,Bachelors,f,sourcing,1,54,4.0,4,1,0,47
9894,Sales & Marketing,region_23,Masters & above,m,other,1,40,4.0,7,0,0,49
22003,Sales & Marketing,region_7,,m,other,1,27,3.0,2,0,0,50
39885,Operations,region_2,Bachelors,m,sourcing,1,36,3.0,9,0,0,55
52834,Sales & Marketing,region_2,Masters & above,f,sourcing,3,44,2.0,17,0,0,52
42230,Analytics,region_2,,m,other,1,23,1.0,2,0,0,87
9700,Sales & Marketing,region_2,Bachelors,f,sourcing,1,50,1.0,6,0,0,46
71453,Sales & Marketing,region_12,Bachelors,m,sourcing,1,43,1.0,10,0,0,50
41853,Operations,region_2,Masters & above,f,other,1,35,5.0,2,1,0,56
73083,Operations,region_23,Bachelors,f,other,1,29,3.0,2,0,0,57
39015,Operations,region_15,Bachelors,m,sourcing,1,27,3.0,2,0,0,57
61845,Operations,region_26,Bachelors,m,sourcing,1,30,3.0,7,0,0,57
70252,Procurement,region_17,Bachelors,m,sourcing,2,27,3.0,4,0,0,68
23036,Sales & Marketing,region_6,Bachelors,m,other,1,28,,1,0,0,55
50969,Technology,region_31,Bachelors,m,sourcing,2,30,4.0,4,0,0,88
22585,Procurement,region_15,Masters & above,m,other,1,45,3.0,4,1,0,68
27244,Sales & Marketing,region_2,Masters & above,m,sourcing,1,32,3.0,5,0,0,48
24050,Sales & Marketing,region_22,Bachelors,m,sourcing,1,28,5.0,3,0,0,49
66533,Procurement,region_17,Bachelors,f,other,1,32,3.0,5,0,0,72
34185,Procurement,region_13,Bachelors,f,sourcing,1,38,2.0,10,0,0,72
8089,Sales & Marketing,region_24,Bachelors,m,sourcing,1,31,1.0,3,0,0,49
76030,R&D,region_27,Bachelors,m,other,1,29,3.0,1,0,0,84
29645,Operations,region_14,Bachelors,m,sourcing,1,26,,1,1,0,60
64281,Sales & Marketing,region_14,Bachelors,f,sourcing,2,42,1.0,3,1,0,46
4771,Analytics,region_4,Masters & above,m,sourcing,1,54,3.0,10,1,0,94
27806,Sales & Marketing,region_27,Bachelors,m,other,1,34,3.0,7,0,0,48
19776,Sales & Marketing,region_13,Bachelors,f,other,1,26,4.0,5,1,0,51
63422,Finance,region_2,Bachelors,m,other,2,26,4.0,3,1,0,59
78101,Operations,region_6,Bachelors,f,other,1,24,5.0,2,1,0,64
60430,Technology,region_13,Masters & above,f,other,1,44,1.0,17,0,0,78
12349,Operations,region_2,Bachelors,f,sourcing,1,44,3.0,13,0,0,59
51801,Procurement,region_2,Masters & above,m,other,1,58,2.0,19,0,0,70
46843,Sales & Marketing,region_4,Masters & above,f,other,1,36,3.0,7,0,0,45
19062,Sales & Marketing,region_23,Masters & above,m,sourcing,1,34,3.0,6,0,0,49
36150,Sales & Marketing,region_2,Bachelors,m,other,3,26,,1,0,0,52
61779,Operations,region_22,Masters & above,m,sourcing,1,46,5.0,3,1,0,60
43782,Procurement,region_5,Bachelors,f,other,1,31,3.0,5,0,0,73
34516,Sales & Marketing,region_4,Bachelors,m,sourcing,1,30,3.0,5,1,0,53
69080,Technology,region_10,Masters & above,f,other,2,36,3.0,4,1,0,78
35487,Sales & Marketing,region_7,Masters & above,m,other,1,50,3.0,19,0,0,45
46196,Sales & Marketing,region_7,Bachelors,f,sourcing,1,33,4.0,3,0,0,50
61331,Operations,region_22,Bachelors,f,sourcing,2,36,5.0,8,1,0,59
23746,Technology,region_2,Masters & above,m,other,1,57,1.0,13,0,0,80
35717,Finance,region_2,Bachelors,f,other,1,49,5.0,6,1,0,56
28583,Sales & Marketing,region_31,Masters & above,m,sourcing,1,47,3.0,6,0,0,49
46906,Sales & Marketing,region_23,Bachelors,m,other,1,36,2.0,8,0,0,50
60066,Operations,region_22,Bachelors,m,other,1,31,5.0,4,1,0,94
26221,Finance,region_2,Bachelors,f,other,1,50,4.0,15,0,0,65
44609,Sales & Marketing,region_13,,m,other,1,23,2.0,2,0,0,47
6535,Operations,region_29,Masters & above,f,other,1,38,5.0,8,1,0,58
42652,Operations,region_2,Masters & above,m,other,1,55,3.0,7,0,0,58
69713,Sales & Marketing,region_22,Bachelors,m,sourcing,1,53,1.0,7,0,0,51
39045,Procurement,region_13,Bachelors,m,sourcing,1,42,3.0,7,0,0,70
28826,Sales & Marketing,region_2,Bachelors,m,other,1,28,,1,1,0,45
70422,Sales & Marketing,region_2,Masters & above,m,sourcing,1,46,1.0,15,0,0,50
67681,Analytics,region_11,Bachelors,m,sourcing,1,31,5.0,9,1,0,85
19309,Sales & Marketing,region_23,Bachelors,m,sourcing,1,33,1.0,6,0,0,49
51270,Operations,region_15,Bachelors,m,other,1,49,4.0,9,0,0,61
56653,Legal,region_2,Bachelors,f,other,1,27,5.0,2,0,0,58
37930,Sales & Marketing,region_25,Bachelors,f,other,1,31,3.0,3,0,0,48
61639,Sales & Marketing,region_2,Bachelors,m,other,2,30,2.0,3,0,0,46
29991,Sales & Marketing,region_11,Bachelors,m,other,1,28,5.0,3,1,0,46
37820,Operations,region_7,Bachelors,f,other,1,50,5.0,17,1,0,57
77242,Analytics,region_2,Bachelors,m,other,1,40,5.0,4,1,0,88
28543,Procurement,region_13,Masters & above,f,other,1,37,3.0,4,0,0,71
59992,Operations,region_22,Bachelors,m,referred,1,34,5.0,6,0,0,58
45307,Sales & Marketing,region_31,Bachelors,m,sourcing,1,43,5.0,13,0,0,52
3010,HR,region_32,Bachelors,m,other,1,24,,1,0,0,52
10761,HR,region_2,Masters & above,f,sourcing,1,58,5.0,6,1,0,51
76254,Procurement,region_22,Masters & above,m,sourcing,4,39,3.0,16,0,0,73
48419,Analytics,region_2,Masters & above,m,other,1,42,2.0,8,0,0,82
23824,HR,region_1,Masters & above,m,other,1,31,4.0,4,0,0,49
71676,R&D,region_8,Bachelors,m,other,2,28,3.0,2,1,0,83
28338,Sales & Marketing,region_30,Masters & above,m,sourcing,1,44,4.0,5,0,0,49
77936,Procurement,region_7,Masters & above,m,sourcing,2,47,4.0,5,1,0,69
65994,Finance,region_2,Below Secondary,m,sourcing,1,22,,1,1,0,62
62016,Sales & Marketing,region_19,Bachelors,m,sourcing,2,40,1.0,13,0,0,49
10917,Finance,region_13,Bachelors,m,sourcing,1,24,3.0,2,1,0,53
30237,Sales & Marketing,region_13,Bachelors,m,other,1,46,2.0,3,1,0,51
33564,Technology,region_2,Bachelors,m,other,1,34,5.0,7,1,0,82
72071,Procurement,region_4,Bachelors,m,other,1,31,4.0,2,1,0,71
67416,Sales & Marketing,region_22,Bachelors,m,other,1,32,4.0,5,0,0,55
16452,Sales & Marketing,region_2,Masters & above,m,sourcing,1,39,3.0,5,1,0,49
12508,Analytics,region_22,Bachelors,f,other,1,29,2.0,10,0,0,86
42933,Operations,region_22,Bachelors,m,other,1,34,3.0,2,1,0,60
57598,R&D,region_22,Bachelors,m,sourcing,1,31,1.0,2,1,0,92
49241,Operations,region_16,Bachelors,m,sourcing,2,50,5.0,20,1,0,59
5321,Sales & Marketing,region_22,Masters & above,m,other,1,32,4.0,2,0,0,50
31578,Analytics,region_20,Bachelors,m,other,1,29,,1,0,0,85
11413,Operations,region_31,Bachelors,m,sourcing,1,24,,1,1,0,64
45665,Procurement,region_2,Masters & above,m,other,1,39,5.0,3,1,0,72
48065,Procurement,region_5,Bachelors,f,other,1,37,3.0,5,1,0,71
68538,Analytics,region_22,Bachelors,m,referred,1,27,,1,0,0,90
52205,Technology,region_33,Masters & above,m,other,1,41,2.0,9,0,0,77
36229,Sales & Marketing,region_7,Bachelors,m,sourcing,1,31,3.0,2,1,0,45
4776,Analytics,region_5,Bachelors,m,other,1,33,4.0,3,1,0,85
6076,Operations,region_5,Bachelors,m,sourcing,1,34,5.0,10,1,0,58
13396,Technology,region_14,Masters & above,m,other,1,33,3.0,3,0,0,78
71061,Operations,region_29,Bachelors,m,other,1,32,5.0,5,0,0,62
66977,Sales & Marketing,region_22,Bachelors,m,sourcing,1,34,3.0,6,0,0,50
58834,Operations,region_2,Masters & above,f,sourcing,1,35,5.0,8,1,0,60
74894,HR,region_22,Bachelors,m,other,2,28,,1,1,0,50
46408,Sales & Marketing,region_32,Bachelors,m,sourcing,1,27,4.0,4,1,0,49
74386,Procurement,region_7,Masters & above,m,other,1,36,4.0,2,1,0,70
25425,Technology,region_26,Masters & above,m,sourcing,1,46,5.0,7,1,0,82
45671,Sales & Marketing,region_2,,f,sourcing,1,54,3.0,23,0,0,51
64154,Finance,region_2,Bachelors,m,other,2,30,,1,1,0,61
4509,Sales & Marketing,region_15,Bachelors,f,other,1,39,3.0,7,0,0,48
24325,Analytics,region_4,Masters & above,m,sourcing,1,49,3.0,13,1,0,83
75810,HR,region_15,Masters & above,m,other,1,31,5.0,2,1,0,49
37495,Sales & Marketing,region_2,Masters & above,m,sourcing,1,56,3.0,8,0,1,61
18070,R&D,region_2,Masters & above,m,sourcing,2,31,3.0,5,0,0,88
32517,Analytics,region_25,Bachelors,m,sourcing,1,31,3.0,1,0,0,86
36949,Sales & Marketing,region_29,Bachelors,m,other,1,31,1.0,6,0,0,50
16794,Procurement,region_22,Masters & above,m,other,1,33,5.0,5,1,0,66
15094,Procurement,region_2,Masters & above,m,other,5,40,4.0,10,0,0,65
63599,Sales & Marketing,region_2,Bachelors,m,other,1,34,5.0,7,1,0,50
43636,Sales & Marketing,region_27,Bachelors,m,sourcing,1,37,4.0,10,0,0,45
74484,Sales & Marketing,region_26,Masters & above,m,other,1,35,3.0,2,0,0,49
28306,Operations,region_13,Bachelors,m,other,1,27,4.0,2,0,0,61
7269,Operations,region_2,Masters & above,f,other,1,44,3.0,7,1,0,60
73769,Analytics,region_32,,m,other,1,27,1.0,3,0,0,85
955,HR,region_16,Bachelors,f,other,1,31,,1,0,0,52
2880,Sales & Marketing,region_27,Bachelors,m,sourcing,1,23,,1,0,0,53
19094,Procurement,region_26,,m,other,1,33,3.0,7,1,0,70
25741,Procurement,region_16,Bachelors,f,sourcing,1,31,5.0,7,1,0,73
55701,HR,region_13,Masters & above,m,other,1,35,3.0,8,0,0,51
64810,HR,region_13,Bachelors,m,other,1,34,3.0,7,0,0,48
17159,Sales & Marketing,region_15,Bachelors,m,sourcing,2,32,3.0,3,0,0,44
66731,Technology,region_2,Bachelors,m,other,1,34,5.0,7,1,0,80
8970,Sales & Marketing,region_2,Bachelors,m,other,3,27,,1,0,0,53
74750,Procurement,region_2,Masters & above,m,other,2,53,3.0,8,0,0,70
49172,Sales & Marketing,region_5,Bachelors,f,sourcing,1,26,1.0,2,0,0,48
43614,Operations,region_29,Bachelors,m,other,2,32,3.0,5,1,0,60
42615,Operations,region_22,Masters & above,f,other,1,30,4.0,5,1,0,64
23546,Procurement,region_7,Bachelors,f,sourcing,1,33,1.0,6,0,1,69
61565,Procurement,region_11,Bachelors,m,other,2,34,3.0,6,0,0,76
70719,Sales & Marketing,region_9,Bachelors,f,other,1,28,1.0,4,0,0,50
45883,Operations,region_22,Bachelors,f,sourcing,1,27,5.0,2,1,0,59
41567,Sales & Marketing,region_31,Bachelors,m,other,1,33,2.0,7,0,0,52
754,Sales & Marketing,region_22,Masters & above,m,sourcing,1,31,4.0,6,0,0,48
53695,Sales & Marketing,region_4,Bachelors,m,other,1,29,5.0,5,0,0,47
4890,Sales & Marketing,region_31,Bachelors,f,other,1,36,3.0,3,0,0,56
33787,HR,region_15,Bachelors,f,other,1,30,4.0,3,0,0,51
67768,Analytics,region_26,Bachelors,m,other,2,25,5.0,2,1,0,89
